,행정구역,동,차명,충전단자
16406,영등포구,여의동,마스타(MASTA)VAN,"DC콤보, AC(5핀)"
16407,영등포구,여의동,마스타(MASTA)VAN,"DC콤보, AC(5핀)"
16408,영등포구,여의동,마스타(MASTA)VAN,"DC콤보, AC(5핀)"
16409,동대문구,전농동,테슬라,"DC콤보, AC(7핀)"
16410,동대문구,전농동,아이오닉 EV,"DC콤보, AC(5핀)"
16411,영등포구,여의동,마스타(MASTA)VAN,"DC콤보, AC(5핀)"
16412,영등포구,여의동,D2C,"DC콤보, AC(5핀)"
16413,영등포구,여의동,D2C,"DC콤보, AC(5핀)"
16414,영등포구,여의동,다니고3,"DC콤보, AC(5핀)"
16415,영등포구,여의동,D2C,"DC콤보, AC(5핀)"
16416,영등포구,여의동,다니고3,"DC콤보, AC(5핀)"
16417,영등포구,여의동,다니고3,"DC콤보, AC(5핀)"
16418,영등포구,여의동,다니고3,"DC콤보, AC(5핀)"
16419,영등포구,여의동,마스타(MASTA)VAN,"DC콤보, AC(5핀)"
16420,영등포구,여의동,마스타(MASTA)VAN,"DC콤보, AC(5핀)"
16421,영등포구,여의동,마스타(MASTA)VAN,"DC콤보, AC(5핀)"
16422,영등포구,여의동,마스타(MASTA)VAN,"DC콤보, AC(5핀)"
16423,영등포구,여의동,마스타(MASTA)VAN,"DC콤보, AC(5핀)"
16424,영등포구,여의동,마스타(MASTA)VAN,"DC콤보, AC(5핀)"
16425,영등포구,여의동,마스타(MASTA)VAN,"DC콤보, AC(5핀)"
16426,영등포구,여의동,마스타(MASTA)VAN,"DC콤보, AC(5핀)"
16427,영등포구,여의동,마스타(MASTA)VAN,"DC콤보, AC(5핀)"
16428,영등포구,여의동,마스타(MASTA)VAN,"DC콤보, AC(5핀)"
16429,영등포구,여의동,다니고3,"DC콤보, AC(5핀)"
16430,영등포구,여의동,다니고3,"DC콤보, AC(5핀)"
16431,영등포구,여의동,다니고3,"DC콤보, AC(5핀)"
16432,영등포구,여의동,다니고3,"DC콤보, AC(5핀)"
16433,동대문구,제기동,아이오닉 EV,"DC콤보, AC(5핀)"
16434,동대문구,제기동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16435,영등포구,여의동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16436,영등포구,여의동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16437,영등포구,여의동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16438,영등포구,여의동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16439,영등포구,여의동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16440,동대문구,휘경동,테슬라,"DC콤보, AC(7핀)"
16441,동대문구,휘경동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16442,영등포구,영등포동,테슬라,"DC콤보, AC(7핀)"
16443,영등포구,영등포동,테슬라,"DC콤보, AC(7핀)"
16444,영등포구,영등포동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16445,동대문구,휘경동,아이오닉 EV,"DC콤보, AC(5핀)"
16446,동대문구,휘경동,아이오닉 EV,"DC콤보, AC(5핀)"
16447,동대문구,휘경동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16448,동작구,노량진동,쏘울 EV,"DC차데모, AC(5핀)"
16449,영등포구,영등포본동,CHEVROLET BOLT EV,"DC콤보, AC(5핀)"
16450,영등포구,영등포본동,EV6,"DC콤보, AC(5핀)"
16451,영등포구,영등포본동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16452,동작구,노량진동,BMW i3,"DC콤보, AC(5핀)"
16453,동작구,노량진동,테슬라,"DC콤보, AC(7핀)"
16454,용산구,남영동,테슬라,"DC콤보, AC(7핀)"
16455,동작구,노량진동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16456,동작구,노량진동,아이오닉 EV,"DC콤보, AC(5핀)"
16457,용산구,보광동,TWIZY,"DC콤보, AC(5핀)"
16458,용산구,보광동,TWIZY,"DC콤보, AC(5핀)"
16459,용산구,서빙고동,CHEVROLET BOLT EV,"DC콤보, AC(5핀)"
16460,용산구,서빙고동,BMW i3,"DC콤보, AC(5핀)"
16461,용산구,서빙고동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16462,동작구,대방동,TWIZY,"DC콤보, AC(5핀)"
16463,동작구,대방동,e-tron,"DC콤보, AC(5핀)"
16464,동작구,대방동,테슬라,"DC콤보, AC(7핀)"
16465,용산구,용문동,EV6,"DC콤보, AC(5핀)"
16466,용산구,용산동,테슬라,"DC콤보, AC(7핀)"
16467,용산구,용산동,테슬라,"DC콤보, AC(7핀)"
16468,용산구,원효로동,테슬라,"DC콤보, AC(7핀)"
16469,동작구,대방동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16470,동작구,사당동,니로 EV,"DC콤보, AC(5핀)"
16471,동작구,사당동,아이오닉 EV,"DC콤보, AC(5핀)"
16472,용산구,원효로동,테슬라,"DC콤보, AC(7핀)"
16473,용산구,원효로동,쏘울 EV,"DC차데모, AC(5핀)"
16474,용산구,원효로동,테슬라,"DC콤보, AC(7핀)"
16475,용산구,원효로동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16476,동작구,사당동,테슬라,"DC콤보, AC(7핀)"
16477,동작구,사당동,니로 EV,"DC콤보, AC(5핀)"
16478,용산구,원효로동,테슬라,"DC콤보, AC(7핀)"
16479,용산구,원효로동,TWIZY,"DC콤보, AC(5핀)"
16480,용산구,원효로동,테슬라,"DC콤보, AC(7핀)"
16481,동작구,사당동,아이오닉 EV,"DC콤보, AC(5핀)"
16482,동작구,사당동,코나 일렉트릭,"DC콤보, AC(5핀)"
16483,동작구,사당동,아이오닉 EV,"DC콤보, AC(5핀)"
16484,동작구,사당동,TWIZY,"DC콤보, AC(5핀)"
16485,용산구,원효로동,TWIZY,"DC콤보, AC(5핀)"
16486,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16487,용산구,이촌동,테슬라,"DC콤보, AC(7핀)"
16488,동작구,사당동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16489,동작구,사당동,아이오닉 EV,"DC콤보, AC(5핀)"
16490,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16491,용산구,이촌동,CHEVROLET BOLT EV,"DC콤보, AC(5핀)"
16492,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16493,동작구,사당동,코나 일렉트릭,"DC콤보, AC(5핀)"
16494,동작구,사당동,테슬라,"DC콤보, AC(7핀)"
16495,용산구,이촌동,코나 일렉트릭,"DC콤보, AC(5핀)"
16496,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16497,동작구,사당동,니로 EV,"DC콤보, AC(5핀)"
16498,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16499,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16500,용산구,이촌동,테슬라,"DC콤보, AC(7핀)"
16501,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16502,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16503,동작구,상도동,테슬라,"DC콤보, AC(7핀)"
16504,동작구,상도동,아이오닉 EV,"DC콤보, AC(5핀)"
16505,용산구,이촌동,테슬라,"DC콤보, AC(7핀)"
16506,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16507,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16508,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16509,용산구,이촌동,테슬라,"DC콤보, AC(7핀)"
16510,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16511,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16512,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16513,용산구,이촌동,타이칸,"DC콤보, AC(5핀)"
16514,용산구,이태원동,아이오닉 EV,"DC콤보, AC(5핀)"
16515,용산구,이태원동,니로 EV,"DC콤보, AC(5핀)"
16516,용산구,이태원동,G80,"DC콤보, AC(5핀)"
16517,용산구,이태원동,테슬라,"DC콤보, AC(7핀)"
16518,용산구,이태원동,아이오닉 EV,"DC콤보, AC(5핀)"
16519,용산구,이태원동,테슬라,"DC콤보, AC(7핀)"
16520,동작구,상도동,쏘울 EV,"DC차데모, AC(5핀)"
16521,용산구,청파동,테슬라,"DC콤보, AC(7핀)"
16522,용산구,청파동,다니고밴,"DC콤보, AC(5핀)"
16523,용산구,한강로동,니로 EV,"DC콤보, AC(5핀)"
16524,용산구,한강로동,G80,"DC콤보, AC(5핀)"
16525,용산구,한강로동,테슬라,"DC콤보, AC(7핀)"
16526,용산구,한강로동,EV6,"DC콤보, AC(5핀)"
16527,용산구,한강로동,테슬라,"DC콤보, AC(7핀)"
16528,용산구,한강로동,아이오닉 EV,"DC콤보, AC(5핀)"
16529,용산구,한강로동,테슬라,"DC콤보, AC(7핀)"
16530,용산구,한강로동,테슬라,"DC콤보, AC(7핀)"
16531,용산구,한남동,테슬라,"DC콤보, AC(7핀)"
16532,용산구,한남동,테슬라,"DC콤보, AC(7핀)"
16533,용산구,한남동,코나 일렉트릭,"DC콤보, AC(5핀)"
16534,용산구,한남동,코나 일렉트릭,"DC콤보, AC(5핀)"
16535,용산구,한남동,타이칸,"DC콤보, AC(5핀)"
16536,용산구,한남동,e-tron,"DC콤보, AC(5핀)"
16537,용산구,한남동,테슬라,"DC콤보, AC(7핀)"
16538,용산구,한남동,TWIZY,"DC콤보, AC(5핀)"
16539,용산구,한남동,D2P,"DC콤보, AC(5핀)"
16540,용산구,후암동,쏘울 EV,"DC차데모, AC(5핀)"
16541,용산구,후암동,아이오닉 EV,"DC콤보, AC(5핀)"
16542,용산구,후암동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16543,은평구,갈현동,EV6,"DC콤보, AC(5핀)"
16544,은평구,갈현동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16545,은평구,갈현동,니로 EV,"DC콤보, AC(5핀)"
16546,은평구,갈현동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16547,은평구,구산동,레이 전기차,"DC차데모, AC(5핀)"
16548,은평구,구산동,니로 EV,"DC콤보, AC(5핀)"
16549,은평구,구산동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16550,은평구,녹번동,니로 EV,"DC콤보, AC(5핀)"
16551,은평구,녹번동,아이오닉 EV,"DC콤보, AC(5핀)"
16552,은평구,녹번동,테슬라,"DC콤보, AC(7핀)"
16553,은평구,녹번동,TWIZY,"DC콤보, AC(5핀)"
16554,은평구,녹번동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16555,은평구,불광동,EV6,"DC콤보, AC(5핀)"
16556,은평구,불광동,SM3 Z.E.,"AC3상, AC(7핀)"
16557,은평구,불광동,테슬라,"DC콤보, AC(7핀)"
16558,은평구,불광동,타이칸,"DC콤보, AC(5핀)"
16559,은평구,불광동,SMART EV Z,"DC콤보, AC(5핀)"
16560,은평구,불광동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16561,은평구,불광동,아이오닉 EV,"DC콤보, AC(5핀)"
16562,은평구,수색동,테슬라,"DC콤보, AC(7핀)"
16563,은평구,신사동,EV6,"DC콤보, AC(5핀)"
16564,은평구,신사동,니로 EV,"DC콤보, AC(5핀)"
16565,은평구,신사동,니로 EV,"DC콤보, AC(5핀)"
16566,은평구,신사동,CEVO-C,"DC콤보, AC(5핀)"
16567,은평구,신사동,코나 일렉트릭,"DC콤보, AC(5핀)"
16568,은평구,신사동,니로 EV,"DC콤보, AC(5핀)"
16569,은평구,신사동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16570,은평구,역촌동,코나 일렉트릭,"DC콤보, AC(5핀)"
16571,은평구,역촌동,테슬라,"DC콤보, AC(7핀)"
16572,은평구,역촌동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16573,은평구,역촌동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16574,은평구,응암동,테슬라,"DC콤보, AC(7핀)"
16575,은평구,응암동,테슬라,"DC콤보, AC(7핀)"
16576,은평구,응암동,GV60,"DC콤보, AC(5핀)"
16577,은평구,응암동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16578,은평구,응암동,테슬라,"DC콤보, AC(7핀)"
16579,은평구,응암동,테슬라,"DC콤보, AC(7핀)"
16580,은평구,응암동,테슬라,"DC콤보, AC(7핀)"
16581,은평구,응암동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16582,은평구,응암동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16583,은평구,증산동,아이오닉 EV,"DC콤보, AC(5핀)"
16584,은평구,증산동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16585,은평구,진관동,니로 EV,"DC콤보, AC(5핀)"
16586,은평구,진관동,아이오닉 EV,"DC콤보, AC(5핀)"
16587,은평구,진관동,테슬라,"DC콤보, AC(7핀)"
16588,은평구,진관동,테슬라,"DC콤보, AC(7핀)"
16589,은평구,진관동,테슬라,"DC콤보, AC(7핀)"
16590,은평구,진관동,테슬라,"DC콤보, AC(7핀)"
16591,은평구,진관동,아이오닉 EV,"DC콤보, AC(5핀)"
16592,은평구,진관동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16593,은평구,진관동,코나 일렉트릭,"DC콤보, AC(5핀)"
16594,은평구,진관동,코나 일렉트릭,"DC콤보, AC(5핀)"
16595,은평구,진관동,니로 EV,"DC콤보, AC(5핀)"
16596,은평구,진관동,코나 일렉트릭,"DC콤보, AC(5핀)"
16597,은평구,진관동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16598,종로구,가회동,코나 일렉트릭,"DC콤보, AC(5핀)"
16599,종로구,가회동,테슬라,"DC콤보, AC(7핀)"
16600,종로구,교남동,테슬라,"DC콤보, AC(7핀)"
16601,종로구,교남동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16602,종로구,무악동,니로 EV,"DC콤보, AC(5핀)"
16603,종로구,무악동,테슬라,"DC콤보, AC(7핀)"
16604,종로구,무악동,니로 EV,"DC콤보, AC(5핀)"
16605,종로구,부암동,테슬라,"DC콤보, AC(7핀)"
16606,종로구,사직동,니로 EV,"DC콤보, AC(5핀)"
16607,종로구,사직동,니로 EV,"DC콤보, AC(5핀)"
16608,종로구,사직동,니로 EV,"DC콤보, AC(5핀)"
16609,종로구,사직동,니로 EV,"DC콤보, AC(5핀)"
16610,종로구,사직동,타이칸,"DC콤보, AC(5핀)"
16611,종로구,사직동,타이칸,"DC콤보, AC(5핀)"
16612,종로구,사직동,나눔순찰차,"DC콤보, AC(5핀)"
16613,종로구,삼청동,테슬라,"DC콤보, AC(7핀)"
16614,종로구,숭인동,아이오닉 EV,"DC콤보, AC(5핀)"
16615,종로구,이화동,아이오닉 EV,"DC콤보, AC(5핀)"
16616,종로구,이화동,테슬라,"DC콤보, AC(7핀)"
16617,종로구,종로1.2.3.4가동,니로 EV,"DC콤보, AC(5핀)"
16618,종로구,종로1.2.3.4가동,니로 EV,"DC콤보, AC(5핀)"
16619,종로구,종로1.2.3.4가동,쏘울 EV,"DC차데모, AC(5핀)"
16620,종로구,종로1.2.3.4가동,CHEVROLET BOLT EV,"DC콤보, AC(5핀)"
16621,종로구,종로1.2.3.4가동,코나 일렉트릭,"DC콤보, AC(5핀)"
16622,종로구,종로1.2.3.4가동,쏘울 EV,"DC차데모, AC(5핀)"
16623,종로구,종로1.2.3.4가동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16624,종로구,청운효자동,아이오닉 EV,"DC콤보, AC(5핀)"
16625,종로구,청운효자동,아이오닉 EV,"DC콤보, AC(5핀)"
16626,종로구,청운효자동,테슬라,"DC콤보, AC(7핀)"
16627,종로구,평창동,e-tron,"DC콤보, AC(5핀)"
16628,종로구,평창동,테슬라,"DC콤보, AC(7핀)"
16629,종로구,평창동,아이오닉 EV,"DC콤보, AC(5핀)"
16630,종로구,혜화동,아이오닉 EV,"DC콤보, AC(5핀)"
16631,종로구,혜화동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16632,중구,광희동,아이오닉 EV,"DC콤보, AC(5핀)"
16633,중구,광희동,타이칸,"DC콤보, AC(5핀)"
16634,중구,다산동,CEVO-C,"DC콤보, AC(5핀)"
16635,중구,다산동,니로 EV,"DC콤보, AC(5핀)"
16636,중구,동화동,테슬라,"DC콤보, AC(7핀)"
16637,중구,명동,아이오닉 EV,"DC콤보, AC(5핀)"
16638,중구,명동,니로 EV,"DC콤보, AC(5핀)"
16639,중구,명동,BMW iX3 M Sport,"DC콤보, AC(5핀)"
16640,중구,명동,아이오닉 EV,"DC콤보, AC(5핀)"
16641,중구,명동,테슬라,"DC콤보, AC(7핀)"
16642,중구,명동,니로 EV,"DC콤보, AC(5핀)"
16643,중구,명동,아이오닉 EV,"DC콤보, AC(5핀)"
16644,중구,명동,아이오닉 EV,"DC콤보, AC(5핀)"
16645,중구,명동,니로 EV,"DC콤보, AC(5핀)"
16646,중구,명동,아이오닉 EV,"DC콤보, AC(5핀)"
16647,중구,명동,레이 전기차,"DC차데모, AC(5핀)"
16648,중구,명동,Peugeot e-2008 SUV,"DC콤보, AC(5핀)"
16649,중구,명동,G80,"DC콤보, AC(5핀)"
16650,중구,명동,타이칸,"DC콤보, AC(5핀)"
16651,중구,명동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16652,중구,소공동,테슬라,"DC콤보, AC(7핀)"
16653,중구,소공동,G80,"DC콤보, AC(5핀)"
16654,중구,소공동,테슬라,"DC콤보, AC(7핀)"
16655,중구,소공동,BMW i3,"DC콤보, AC(5핀)"
16656,중구,소공동,TWIZY,"DC콤보, AC(5핀)"
16657,중구,소공동,테슬라,"DC콤보, AC(7핀)"
16658,중구,소공동,테슬라,"DC콤보, AC(7핀)"
16659,중구,소공동,테슬라,"DC콤보, AC(7핀)"
16660,중구,소공동,테슬라,"DC콤보, AC(7핀)"
16661,중구,소공동,테슬라,"DC콤보, AC(7핀)"
16662,중구,소공동,테슬라,"DC콤보, AC(7핀)"
16663,중구,소공동,테슬라,"DC콤보, AC(7핀)"
16664,중구,소공동,테슬라,"DC콤보, AC(7핀)"
16665,중구,소공동,테슬라,"DC콤보, AC(7핀)"
16666,중구,소공동,테슬라,"DC콤보, AC(7핀)"
16667,중구,소공동,테슬라,"DC콤보, AC(7핀)"
16668,중구,소공동,테슬라,"DC콤보, AC(7핀)"
16669,중구,소공동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16670,중구,소공동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16671,중구,신당동,BMW i3,"DC콤보, AC(5핀)"
16672,중구,신당동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16673,중구,신당동,CHEVROLET BOLT EV,"DC콤보, AC(5핀)"
16674,중구,신당동,아이오닉 EV,"DC콤보, AC(5핀)"
16675,중구,신당동,TWIZY,"DC콤보, AC(5핀)"
16676,중구,약수동,아이오닉 EV,"DC콤보, AC(5핀)"
16677,중구,약수동,BMW i3,"DC콤보, AC(5핀)"
16678,중구,약수동,니로 EV,"DC콤보, AC(5핀)"
16679,중구,약수동,아이오닉 EV,"DC콤보, AC(5핀)"
16680,중구,약수동,테슬라,"DC콤보, AC(7핀)"
16681,중구,을지로동,테슬라,"DC콤보, AC(7핀)"
16682,중구,장충동,코나 일렉트릭,"DC콤보, AC(5핀)"
16683,중구,장충동,아이오닉 EV,"DC콤보, AC(5핀)"
16684,중구,장충동,스파크 EV,"DC콤보, AC(5핀)"
16685,중구,중림동,테슬라,"DC콤보, AC(7핀)"
16686,중구,중림동,쏘울 EV,"DC차데모, AC(5핀)"
16687,중구,청구동,쏘울 EV,"DC차데모, AC(5핀)"
16688,중구,청구동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16689,중구,필동,아이오닉 EV,"DC콤보, AC(5핀)"
16690,중구,필동,Mercedes-Benz EQA250,"DC콤보, AC(5핀)"
16691,중구,황학동,테슬라,"DC콤보, AC(7핀)"
16692,중구,황학동,테슬라,"DC콤보, AC(7핀)"
16693,중구,황학동,아이오닉 EV,"DC콤보, AC(5핀)"
16694,중구,회현동,벤츠 EQC 400 4MATIC,"DC콤보, AC(5핀)"
16695,중구,회현동,벤츠 EQC 400 4MATIC,"DC콤보, AC(5핀)"
16696,중구,회현동,BMW iX xDrive40,"DC콤보, AC(5핀)"
16697,중구,회현동,마이브 M1,"DC콤보, AC(5핀)"
16698,중구,회현동,EV6,"DC콤보, AC(5핀)"
16699,중구,회현동,벤츠 EQC 400 4MATIC,"DC콤보, AC(5핀)"
16700,중구,회현동,D2C,"DC콤보, AC(5핀)"
16701,중랑구,망우동,테슬라,"DC콤보, AC(7핀)"
16702,중랑구,망우동,코나 일렉트릭,"DC콤보, AC(5핀)"
16703,중랑구,망우동,아이오닉 EV,"DC콤보, AC(5핀)"
16704,중랑구,망우동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16705,중랑구,망우본동,아이오닉 EV,"DC콤보, AC(5핀)"
16706,중랑구,망우본동,니로 EV,"DC콤보, AC(5핀)"
16707,중랑구,망우본동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16708,중랑구,면목동,CHEVROLET BOLT EV,"DC콤보, AC(5핀)"
16709,중랑구,면목동,코나 일렉트릭,"DC콤보, AC(5핀)"
16710,중랑구,면목동,코나 일렉트릭,"DC콤보, AC(5핀)"
16711,중랑구,면목동,HYPERS11L,"DC콤보, AC(5핀)"
16712,중랑구,면목동,HYPERS1611,"DC콤보, AC(5핀)"
16713,중랑구,면목동,니로 EV,"DC콤보, AC(5핀)"
16714,중랑구,면목동,아이오닉 EV,"DC콤보, AC(5핀)"
16715,중랑구,면목동,니로 EV,"DC콤보, AC(5핀)"
16716,중랑구,면목동,Peugeot e-2008 SUV,"DC콤보, AC(5핀)"
16717,중랑구,면목동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16718,중랑구,면목동,테슬라,"DC콤보, AC(7핀)"
16719,중랑구,면목동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16720,중랑구,면목동,니로 EV,"DC콤보, AC(5핀)"
16721,중랑구,면목본동,테슬라,"DC콤보, AC(7핀)"
16722,중랑구,면목본동,쏘울 EV,"DC차데모, AC(5핀)"
16723,중랑구,면목본동,니로 EV,"DC콤보, AC(5핀)"
16724,중랑구,면목본동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16725,중랑구,묵동,TWIZY,"DC콤보, AC(5핀)"
16726,중랑구,묵동,니로 EV,"DC콤보, AC(5핀)"
16727,중랑구,묵동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16728,중랑구,상봉동,테슬라,"DC콤보, AC(7핀)"
16729,중랑구,상봉동,니로 EV,"DC콤보, AC(5핀)"
16730,중랑구,상봉동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16731,중랑구,상봉동,Peugeot e-208,"DC콤보, AC(5핀)"
16732,중랑구,상봉동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16733,중랑구,신내동,CHEVROLET BOLT EV,"DC콤보, AC(5핀)"
16734,중랑구,신내동,쏘울 EV,"DC차데모, AC(5핀)"
16735,중랑구,신내동,아이오닉 EV,"DC콤보, AC(5핀)"
16736,중랑구,신내동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16737,중랑구,신내동,아이오닉 EV,"DC콤보, AC(5핀)"
16738,중랑구,신내동,HYPERS1611,"DC콤보, AC(5핀)"
16739,중랑구,신내동,아이오닉 EV,"DC콤보, AC(5핀)"
16740,중랑구,신내동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16741,중랑구,중화동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16742,중랑구,중화동,테슬라,"DC콤보, AC(7핀)"
16743,중랑구,중화동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
16744,강남구,개포동,e-tron,"DC콤보, AC(5핀)"
16745,강남구,개포동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16746,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
16747,강남구,개포동,니로 EV,"DC콤보, AC(5핀)"
16748,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
16749,강남구,개포동,TWIZY,"DC콤보, AC(5핀)"
16750,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
16751,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
16752,강남구,개포동,TWIZY,"DC콤보, AC(5핀)"
16753,강남구,개포동,니로 EV,"DC콤보, AC(5핀)"
16754,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
16755,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
16756,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
16757,강남구,개포동,타이칸,"DC콤보, AC(5핀)"
16758,강남구,논현동,테슬라,"DC콤보, AC(7핀)"
16759,강남구,논현동,아이오닉 EV,"DC콤보, AC(5핀)"
16760,강남구,논현동,테슬라,"DC콤보, AC(7핀)"
16761,강남구,논현동,아이오닉 EV,"DC콤보, AC(5핀)"
16762,강남구,논현동,SM3 Z.E.,"AC3상, AC(7핀)"
16763,강남구,논현동,e-tron,"DC콤보, AC(5핀)"
16764,강남구,논현동,테슬라,"DC콤보, AC(7핀)"
16765,강남구,논현동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
16766,강남구,대치동,코나 일렉트릭,"DC콤보, AC(5핀)"
16767,강남구,대치동,타이칸,"DC콤보, AC(5핀)"
16768,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
16769,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
16770,강남구,대치동,쏘울 EV,"DC차데모, AC(5핀)"
16771,강남구,대치동,쏘울 EV,"DC차데모, AC(5핀)"
16772,강남구,대치동,TWIZY,"DC콤보, AC(5핀)"
16773,강남구,대치동,EV6,"DC콤보, AC(5핀)"
16774,강남구,대치동,EV6,"DC콤보, AC(5핀)"
16775,강남구,대치동,EV6,"DC콤보, AC(5핀)"
16776,강남구,대치동,EV6,"DC콤보, AC(5핀)"
16777,강남구,대치동,EV6,"DC콤보, AC(5핀)"
16778,강남구,대치동,EV6,"DC콤보, AC(5핀)"
16779,강남구,대치동,CEVO-C SE,"DC콤보, AC(5핀)"
16780,강남구,대치동,CEVO-C SE,"DC콤보, AC(5핀)"
16781,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
16782,강남구,대치동,EV6,"DC콤보, AC(5핀)"
16783,강남구,대치동,EV6,"DC콤보, AC(5핀)"
16784,강남구,대치동,EV6,"DC콤보, AC(5핀)"
16785,강남구,대치동,EV6,"DC콤보, AC(5핀)"
16786,강남구,대치동,EV6,"DC콤보, AC(5핀)"
16787,강남구,대치동,EV6,"DC콤보, AC(5핀)"
16788,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
16789,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
16790,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
16791,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
16792,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
16793,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
16794,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
16795,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
16796,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
16797,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
16798,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
16799,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
16800,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
16801,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
